year,cmip5-hist,rcp26,rcp45,rcp60,rcp85,cmip6-hist,cmip6-hist-low,cmip6-hist-high,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534,ssp585,gcb-2024,gcb-2025,cmip7-hist,scen7-h,scen7-vl
1700,0.0043908176,,,,,0.0037366918,0.0042663473,0.0037370224,,,,,,,,,0.0055830916,0.005439418,0.0055830986,,
1701,0.0042930245,,,,,0.0036594307,0.0041878982,0.0036591582,,,,,,,,,0.005456585,0.005313478,0.005456597,,
1702,0.004195243,,,,,0.0035821826,0.0041094744,0.0035813197,,,,,,,,,0.005330078,0.0051875194,0.0053300895,,
1703,0.004097451,,,,,0.0035049268,0.0040310193,0.003503481,,,,,,,,,0.00520358,0.0050615775,0.0052035903,,
1704,0.003999657,,,,,0.0034276764,0.003952562,0.0034256403,,,,,,,,,0.0050770785,0.004935629,0.0050770883,,
1705,0.0039018472,,,,,0.0033503918,0.0038741403,0.0033477866,,,,,,,,,0.0049505783,0.0048096827,0.004950591,,
1706,0.003804071,,,,,0.0032731087,0.0037957039,0.0032699222,,,,,,,,,0.0048240777,0.0046837595,0.004824091,,
1707,0.0037062808,,,,,0.003195858,0.0037172756,0.0031920571,,,,,,,,,0.004697579,0.004557825,0.004697589,,
1708,0.003608488,,,,,0.0031185737,0.0036388137,0.003114191,,,,,,,,,0.004571065,0.004431882,0.004571078,,
1709,0.0035106905,,,,,0.0030412995,0.0035603747,0.0030363803,,,,,,,,,0.00444457,0.004305934,0.0044445833,,
1710,0.0034155913,,,,,0.0029627741,0.003474521,0.0029536097,,,,,,,,,0.004315331,0.0041777333,0.0043153455,,
1711,0.0033232078,,,,,0.0028829523,0.0033812393,0.0028659382,,,,,,,,,0.004183347,0.0040472676,0.004183362,,
1712,0.0032308009,,,,,0.002803101,0.0032879715,0.0027782319,,,,,,,,,0.0040513524,0.0039167856,0.0040513636,,
1713,0.003138386,,,,,0.0027232922,0.003194697,0.0026905425,,,,,,,,,0.0039193626,0.0037863085,0.003919375,,
1714,0.0030459827,,,,,0.0026434648,0.0031014194,0.0026028533,,,,,,,,,0.00378737,0.0036558416,0.003787382,,
1715,0.0029535794,,,,,0.002563633,0.003008149,0.0025151505,,,,,,,,,0.0036553855,0.0035253647,0.0036553992,,
1716,0.0028611682,,,,,0.0024838138,0.002914877,0.0024274627,,,,,,,,,0.003523405,0.0033948987,0.003523414,,
1717,0.0027687454,,,,,0.0024039843,0.0028215873,0.0023397892,,,,,,,,,0.003391426,0.003264445,0.0033914347,,
1718,0.0026763326,,,,,0.0023241502,0.0027283188,0.002252102,,,,,,,,,0.0032594665,0.0031339673,0.003259476,,
1719,0.0025839263,,,,,0.0022442832,0.0026350506,0.0021644104,,,,,,,,,0.0031274802,0.0030034978,0.0031274883,,
1720,0.0025035525,,,,,0.0021689488,0.0025457283,0.0020835022,,,,,,,,,0.00300772,0.002884361,0.0030077323,,
1721,0.002435198,,,,,0.0020981375,0.0024603345,0.002009415,,,,,,,,,0.0029002044,0.0027765764,0.0029002174,,
1722,0.002366835,,,,,0.0020273163,0.0023749517,0.0019353594,,,,,,,,,0.0027926918,0.0026687754,0.0027927011,,
1723,0.002298462,,,,,0.0019565022,0.0022895713,0.0018612915,,,,,,,,,0.002685173,0.0025610125,0.0026851809,,
1724,0.002230111,,,,,0.0018856595,0.0022041914,0.0017871914,,,,,,,,,0.0025776653,0.0024532303,0.0025776771,,
1725,0.0021617499,,,,,0.0018148572,0.0021188227,0.0017130967,,,,,,,,,0.0024701501,0.0023454367,0.0024701604,,
1726,0.0020933675,,,,,0.0017440446,0.0020334288,0.0016390249,,,,,,,,,0.0023626394,0.0022376429,0.002362647,,
1727,0.0020249877,,,,,0.0016732145,0.0019480301,0.0015649461,,,,,,,,,0.0022551126,0.0021298653,0.0022551245,,
1728,0.0019566114,,,,,0.001602395,0.0018626403,0.0014908592,,,,,,,,,0.0021475933,0.0020220755,0.0021476028,,
1729,0.0018882588,,,,,0.00153159,0.0017772747,0.0014167645,,,,,,,,,0.0020400847,0.0019142817,0.0020400945,,
1730,0.0018066008,,,,,0.0014643264,0.0016966756,0.0013473739,,,,,,,,,0.0019406956,0.0018159507,0.0019407057,,
1731,0.001711662,,,,,0.0014005651,0.0016208434,0.0012826924,,,,,,,,,0.0018494305,0.0017270488,0.0018494414,,
1732,0.0016167527,,,,,0.0013367964,0.0015450154,0.0012179866,,,,,,,,,0.0017581759,0.0016381433,0.001758184,,
1733,0.0015218213,,,,,0.001273031,0.0014691942,0.0011532946,,,,,,,,,0.001666917,0.001549227,0.0016669242,,
1734,0.0014268797,,,,,0.0012092795,0.0013933547,0.0010886192,,,,,,,,,0.0015756724,0.0014603001,0.0015756818,,
1735,0.0013319555,,,,,0.0011455319,0.0013175262,0.0010239659,,,,,,,,,0.0014844091,0.0013713839,0.0014844182,,
1736,0.0012370182,,,,,0.0010817806,0.0012417025,0.00095928146,,,,,,,,,0.001393147,0.0012824677,0.0013931548,,
1737,0.0011420825,,,,,0.0010180552,0.0011658657,0.0008945644,,,,,,,,,0.0013018966,0.0011935332,0.0013019051,,
1738,0.0010471493,,,,,0.00095430634,0.0010900199,0.00082986726,,,,,,,,,0.0012106407,0.0011046184,0.0012106495,,
1739,0.00095222564,,,,,0.0008905535,0.0010141924,0.00076517946,,,,,,,,,0.0011193907,0.0010157148,0.0011193997,,
1740,0.0008617349,,,,,0.00081840676,0.0009305411,0.00069877726,,,,,,,,,0.0010233998,0.0009258885,0.0010234076,,
1741,0.00077568996,,,,,0.0007378336,0.0008390671,0.00063067913,,,,,,,,,0.0009226693,0.0008351794,0.00092267647,,
1742,0.000689656,,,,,0.0006572502,0.00074761914,0.0005625804,,,,,,,,,0.0008219352,0.00074446644,0.00082194107,,
1743,0.0006036232,,,,,0.00057668815,0.00065617193,0.0004944905,,,,,,,,,0.0007212111,0.0006537471,0.0007212168,,
1744,0.00051758706,,,,,0.00049613236,0.0005647317,0.0004263845,,,,,,,,,0.0006204944,0.00056304055,0.0006205002,,
1745,0.00043154287,,,,,0.00041551766,0.00047328984,0.0003582907,,,,,,,,,0.0005197838,0.0004723365,0.0005197891,,
1746,0.0003455046,,,,,0.0003349447,0.0003818444,0.00029016263,,,,,,,,,0.00041905686,0.00038163172,0.00041906125,,
1747,0.00025947066,,,,,0.00025439565,0.00029041126,0.00022206252,,,,,,,,,0.00031834055,0.00029091863,0.00031834433,,
1748,0.00017342309,,,,,0.00017381049,0.00019894696,0.00015395404,,,,,,,,,0.00021761496,0.00020020935,0.000217618,,
1749,8.739077e-05,,,,,9.321199e-05,0.00010749923,8.585809e-05,,,,,,,,,0.00011690019,0.000109500594,0.00011690139,,
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,-8.873283e-05,,,,,-0.00010588028,-0.00012357163,-0.00010365632,,,,,,,,,-0.00013307847,-0.00012829027,-0.00013307885,,
1752,-0.00017745155,,,,,-0.00021178676,-0.000247142,-0.00020730155,,,,,,,,,-0.00026615764,-0.00025658088,-0.00026615793,,
1753,-0.0002662023,,,,,-0.00031768007,-0.00037072116,-0.00031098106,,,,,,,,,-0.00039922763,-0.00038486766,-0.0003992282,,
1754,-0.00035492994,,,,,-0.00042356856,-0.00049430673,-0.00041465132,,,,,,,,,-0.00053229055,-0.000513149,-0.0005322907,,
1755,-0.00044365946,,,,,-0.0005294469,-0.0006178721,-0.0005183186,,,,,,,,,-0.0006653646,-0.0006414471,-0.0006653633,,
1756,-0.00053241546,,,,,-0.0006353215,-0.00074143073,-0.00062197354,,,,,,,,,-0.0007984363,-0.000769737,-0.0007984355,,
1757,-0.00062115217,,,,,-0.00074120326,-0.0008650098,-0.0007256298,,,,,,,,,-0.00093150523,-0.0008980311,-0.000931505,,
1758,-0.00070988527,,,,,-0.0008471137,-0.0009885951,-0.0008293161,,,,,,,,,-0.0010645861,-0.0010263216,-0.001064585,,
1759,-0.00079861446,,,,,-0.0009529948,-0.0011121575,-0.0009329844,,,,,,,,,-0.0011976549,-0.001154607,-0.0011976559,,
1760,-0.00088668085,,,,,-0.0010619509,-0.0012372405,-0.0010356632,,,,,,,,,-0.0013364513,-0.0012879473,-0.001336453,,
1761,-0.0009740963,,,,,-0.0011739781,-0.0013638256,-0.0011373763,,,,,,,,,-0.0014809724,-0.0014263184,-0.0014809759,,
1762,-0.0010615136,,,,,-0.0012860257,-0.0014903925,-0.0012391043,,,,,,,,,-0.0016254911,-0.001564674,-0.0016254942,,
1763,-0.0011489157,,,,,-0.0013980562,-0.0016169818,-0.0013408455,,,,,,,,,-0.0017700082,-0.0017030519,-0.0017700102,,
1764,-0.0012363361,,,,,-0.0015100831,-0.0017435694,-0.0014425738,,,,,,,,,-0.0019145213,-0.0018414309,-0.0019145235,,
1765,-0.0013237491,,,,,-0.0016221253,-0.0018701518,-0.0015443229,,,,,,,,,-0.0020590383,-0.0019798097,-0.0020590408,,
1766,-0.0014111787,,,,,-0.0017341815,-0.001996741,-0.0016460433,,,,,,,,,-0.0022035725,-0.0021181786,-0.0022035765,,
1767,-0.0014986051,,,,,-0.0018462176,-0.0021233629,-0.0017477575,,,,,,,,,-0.002348085,-0.0022565476,-0.0023480896,,
1768,-0.0015860256,,,,,-0.001958246,-0.0022499384,-0.0018494771,,,,,,,,,-0.0024926018,-0.002394917,-0.0024926078,,
1769,-0.0016734287,,,,,-0.0020702821,-0.0023765252,-0.0019511972,,,,,,,,,-0.0026371153,-0.0025332845,-0.0026371193,,
1770,-0.0017745807,,,,,-0.0021957026,-0.0025124722,-0.0020688546,,,,,,,,,-0.0027969468,-0.0026822395,-0.002796951,,
1771,-0.0018894625,,,,,-0.0023344888,-0.0026578186,-0.0022024163,,,,,,,,,-0.0029721232,-0.0028417846,-0.002972126,,
1772,-0.0020043296,,,,,-0.0024733043,-0.0028031461,-0.0023359861,,,,,,,,,-0.0031472899,-0.0030013325,-0.0031472924,,
1773,-0.002119193,,,,,-0.0026121135,-0.002948501,-0.002469565,,,,,,,,,-0.00332246,-0.0031608867,-0.0033224663,,
1774,-0.0022340636,,,,,-0.002750919,-0.0030938406,-0.0026031148,,,,,,,,,-0.0034976276,-0.0033204292,-0.0034976325,,
1775,-0.0023489434,,,,,-0.0028897102,-0.0032392067,-0.00273665,,,,,,,,,-0.0036727858,-0.0034799718,-0.0036727902,,
1776,-0.0024638176,,,,,-0.0030285178,-0.003384554,-0.0028702267,,,,,,,,,-0.003847952,-0.003639522,-0.0038479583,,
1777,-0.002578707,,,,,-0.0031673121,-0.003529907,-0.0030037751,,,,,,,,,-0.004023123,-0.0037990704,-0.004023132,,
1778,-0.0026935874,,,,,-0.0033061202,-0.0036752357,-0.003137331,,,,,,,,,-0.004198294,-0.0039586383,-0.0041983,,
1779,-0.002808451,,,,,-0.0034449196,-0.0038205683,-0.0032708829,,,,,,,,,-0.0043734596,-0.004118192,-0.0043734675,,
1780,-0.0029152888,,,,,-0.0035844161,-0.003967514,-0.0033983437,,,,,,,,,-0.004541183,-0.0042772465,-0.004541188,,
1781,-0.0030141233,,,,,-0.0037246246,-0.004116006,-0.0035196831,,,,,,,,,-0.0047014565,-0.0044357856,-0.004701464,,
1782,-0.0031129548,,,,,-0.003864777,-0.004264524,-0.0036410533,,,,,,,,,-0.0048617376,-0.0045943367,-0.004861743,,
1783,-0.003211787,,,,,-0.004004977,-0.004413026,-0.0037624077,,,,,,,,,-0.005022032,-0.004752903,-0.0050220415,,
1784,-0.003310614,,,,,-0.0041451636,-0.0045615463,-0.003883756,,,,,,,,,-0.005182322,-0.004911446,-0.0051823314,,
1785,-0.0034094702,,,,,-0.004285348,-0.0047100317,-0.004005106,,,,,,,,,-0.0053425985,-0.0050700027,-0.0053426092,,
1786,-0.00350828,,,,,-0.004425547,-0.004858517,-0.0041264817,,,,,,,,,-0.0055028796,-0.005228543,-0.005502893,,
1787,-0.0036070985,,,,,-0.0045657167,-0.005007,-0.0042478433,,,,,,,,,-0.0056631668,-0.0053870925,-0.0056631817,,
1788,-0.0037059435,,,,,-0.004705883,-0.0051555308,-0.004369208,,,,,,,,,-0.005823454,-0.005545653,-0.005823467,,
1789,-0.0038047798,,,,,-0.004846091,-0.0053040483,-0.0044905697,,,,,,,,,-0.0059837485,-0.005704207,-0.00598376,,
1790,-0.0039160037,,,,,-0.0050088586,-0.0054721474,-0.0046351817,,,,,,,,,-0.0061642216,-0.0058878846,-0.006164234,,
1791,-0.0040396303,,,,,-0.0051941853,-0.005659819,-0.0048029744,,,,,,,,,-0.0063648988,-0.0060967132,-0.0063649104,,
1792,-0.004163265,,,,,-0.0053795693,-0.0058474466,-0.0049707633,,,,,,,,,-0.0065655694,-0.0063055563,-0.006565584,,
1793,-0.004286863,,,,,-0.0055649024,-0.0060351086,-0.005138548,,,,,,,,,-0.0067662327,-0.006514396,-0.0067662443,,
1794,-0.0044104997,,,,,-0.005750238,-0.0062227645,-0.0053063566,,,,,,,,,-0.006966918,-0.0067232233,-0.0069669266,,
1795,-0.0045341183,,,,,-0.0059355753,-0.006410404,-0.005474183,,,,,,,,,-0.007167605,-0.006932077,-0.0071676164,,
1796,-0.0046577505,,,,,-0.0061208857,-0.006598045,-0.0056419577,,,,,,,,,-0.0073682857,-0.007140893,-0.007368297,,
1797,-0.004781363,,,,,-0.0063062366,-0.006785691,-0.0058097444,,,,,,,,,-0.0075689433,-0.007349756,-0.007568951,,
1798,-0.004904976,,,,,-0.00649157,-0.0069733183,-0.005977528,,,,,,,,,-0.0077696405,-0.0075585893,-0.007769651,,
1799,-0.0050286255,,,,,-0.0066769277,-0.007160989,-0.0061453185,,,,,,,,,-0.007970305,-0.007767421,-0.007970309,,
1800,-0.0051693497,,,,,-0.0069124335,-0.007398974,-0.006374925,,,,,,,,,-0.0082171075,-0.008011394,-0.008217127,,
1801,-0.0053271675,,,,,-0.0071981302,-0.0076872646,-0.006666381,,,,,,,,,-0.008510008,-0.008290538,-0.008510028,,
1802,-0.005485016,,,,,-0.0074838717,-0.007975585,-0.006957852,,,,,,,,,-0.008802926,-0.008569686,-0.008802935,,
1803,-0.0056428653,,,,,-0.007769566,-0.008263853,-0.007249281,,,,,,,,,-0.009095841,-0.008848829,-0.009095854,,
1804,-0.005800714,,,,,-0.008055269,-0.008552173,-0.007540738,,,,,,,,,-0.009388738,-0.009127981,-0.009388754,,
1805,-0.0059585636,,,,,-0.00834095,-0.008840481,-0.00783218,,,,,,,,,-0.009681649,-0.009407081,-0.009681664,,
1806,-0.006116395,,,,,-0.008626646,-0.009128801,-0.008123606,,,,,,,,,-0.009974535,-0.0096862465,-0.009974549,,
1807,-0.0062742135,,,,,-0.008912357,-0.009417123,-0.00841506,,,,,,,,,-0.010267436,-0.009965372,-0.010267454,,
1808,-0.0064320746,,,,,-0.009198066,-0.009705383,-0.008706499,,,,,,,,,-0.010560349,-0.010244524,-0.010560362,,
1809,-0.0065899193,,,,,-0.009483736,-0.009993657,-0.008997974,,,,,,,,,-0.01085325,-0.010523651,-0.010853259,,
1810,-0.006761531,,,,,-0.009822499,-0.010327466,-0.009340198,,,,,,,,,-0.01115906,-0.010822852,-0.0111590745,,
1811,-0.0069468776,,,,,-0.010214316,-0.010706748,-0.009733246,,,,,,,,,-0.011477727,-0.011142062,-0.011477741,,
1812,-0.0071322536,,,,,-0.0106061315,-0.011086026,-0.010126292,,,,,,,,,-0.011796461,-0.011461316,-0.01179648,,
1813,-0.0073176185,,,,,-0.01099797,-0.01146531,-0.010519316,,,,,,,,,-0.012115157,-0.011780541,-0.012115171,,
1814,-0.007502997,,,,,-0.011389811,-0.011844617,-0.010912341,,,,,,,,,-0.012433855,-0.0120997885,-0.012433865,,
1815,-0.0076883743,,,,,-0.011781632,-0.012223918,-0.011305401,,,,,,,,,-0.012752558,-0.012419022,-0.012752563,,
1816,-0.007873741,,,,,-0.012173487,-0.012603194,-0.011698425,,,,,,,,,-0.013071262,-0.012738283,-0.013071279,,
1817,-0.008059105,,,,,-0.012565314,-0.012982494,-0.01209149,,,,,,,,,-0.013389928,-0.013057522,-0.013389932,,
1818,-0.008244453,,,,,-0.012957123,-0.013361774,-0.012484521,,,,,,,,,-0.013708667,-0.013376718,-0.01370867,,
1819,-0.00842981,,,,,-0.01334896,-0.013741044,-0.012877505,,,,,,,,,-0.01402735,-0.013695979,-0.014027347,,
1820,-0.008669322,,,,,-0.013731451,-0.014118737,-0.013263256,,,,,,,,,-0.0143826725,-0.014052637,-0.014382681,,
1821,-0.008963026,,,,,-0.014104718,-0.014494694,-0.013641665,,,,,,,,,-0.014774614,-0.014446632,-0.01477463,,
1822,-0.009256673,,,,,-0.0144779375,-0.014870617,-0.014020089,,,,,,,,,-0.015166592,-0.014840666,-0.015166595,,
1823,-0.009550365,,,,,-0.014851155,-0.015246657,-0.014398521,,,,,,,,,-0.015558556,-0.01523465,-0.015558554,,
1824,-0.009844028,,,,,-0.015224347,-0.015622635,-0.014776962,,,,,,,,,-0.015950395,-0.015628666,-0.015950397,,
1825,-0.0101377135,,,,,-0.015597579,-0.015998654,-0.01515538,,,,,,,,,-0.016342392,-0.016022714,-0.016342403,,
1826,-0.0104314005,,,,,-0.015970802,-0.01637463,-0.015533834,,,,,,,,,-0.016734347,-0.016416704,-0.01673435,,
1827,-0.010725092,,,,,-0.016344069,-0.016750585,-0.015912224,,,,,,,,,-0.017126318,-0.016810715,-0.017126316,,
1828,-0.011018768,,,,,-0.01671728,-0.01712663,-0.01629065,,,,,,,,,-0.017518224,-0.017204735,-0.017518237,,
1829,-0.011312458,,,,,-0.017090525,-0.017502591,-0.016669089,,,,,,,,,-0.017910201,-0.017598763,-0.017910188,,
1830,-0.011704965,,,,,-0.017576098,-0.017981132,-0.017169142,,,,,,,,,-0.018384535,-0.018078063,-0.01838454,,
1831,-0.012196263,,,,,-0.018174054,-0.018562194,-0.017790819,,,,,,,,,-0.018941106,-0.0186427,-0.018941112,,
1832,-0.01268757,,,,,-0.018771967,-0.019143198,-0.01841255,,,,,,,,,-0.019497724,-0.019207263,-0.019497732,,
1833,-0.013178846,,,,,-0.019369876,-0.01972433,-0.019034194,,,,,,,,,-0.02005436,-0.019771894,-0.020054389,,
1834,-0.013670191,,,,,-0.019967834,-0.020305328,-0.01965587,,,,,,,,,-0.020611057,-0.020336535,-0.020611063,,
1835,-0.014161512,,,,,-0.020565756,-0.020886434,-0.020277524,,,,,,,,,-0.021167677,-0.020901153,-0.021167688,,
1836,-0.014652821,,,,,-0.02116367,-0.021467494,-0.020899214,,,,,,,,,-0.021724291,-0.021465726,-0.021724302,,
1837,-0.015144134,,,,,-0.021761613,-0.022048512,-0.02152097,,,,,,,,,-0.022280952,-0.022030344,-0.02228095,,
1838,-0.015635442,,,,,-0.02235949,-0.02262959,-0.022142634,,,,,,,,,-0.02283759,-0.02259501,-0.022837624,,
1839,-0.016126737,,,,,-0.022957409,-0.023210693,-0.022764297,,,,,,,,,-0.023394236,-0.023159573,-0.023394246,,
1840,-0.016697142,,,,,-0.023565266,-0.02380415,-0.023389319,,,,,,,,,-0.023930363,-0.023700004,-0.023930373,,
1841,-0.017346691,,,,,-0.024183031,-0.024409957,-0.024017604,,,,,,,,,-0.024446068,-0.024216227,-0.024446089,,
1842,-0.017996242,,,,,-0.024800684,-0.025015924,-0.02464595,,,,,,,,,-0.024961619,-0.02473234,-0.02496163,,
1843,-0.018645803,,,,,-0.02541841,-0.025621742,-0.02527425,,,,,,,,,-0.025477272,-0.02524853,-0.025477296,,
1844,-0.019295366,,,,,-0.026036177,-0.026227564,-0.025902629,,,,,,,,,-0.02599299,-0.025764765,-0.025993003,,
1845,-0.019944903,,,,,-0.026653927,-0.026833452,-0.026530888,,,,,,,,,-0.02650857,-0.026280912,-0.026508588,,
1846,-0.020594401,,,,,-0.027271654,-0.027439289,-0.027159173,,,,,,,,,-0.027024288,-0.026797082,-0.027024304,,
1847,-0.02124397,,,,,-0.027889393,-0.028045077,-0.027787475,,,,,,,,,-0.0275399,-0.027313262,-0.027539903,,
