Dataset,:CAMS-GLOB-ANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parametre,:NH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional,:Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,:Tg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Years_nbrOf,:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region_nbrOf,:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables_nbrOf:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable_displayName[name]:,Agriculture,livestock[agl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creation_date,:2024-01-23,URL(eccad.aeris-data.fr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeSeriesDates,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Agriculture_livestock,0.555331654,0.563702253,0.681762139,0.789651705,0.947073176,1.004802018,1.07852224,1.083440878,0.92874791,0.822386261,0.646906593,0.589143709,0.565799485,0.544468546,0.685028457,0.778139689,0.950102742,0.992219533,1.113744657,1.096455556,0.922438554,0.849939658,0.660429585,0.572379892,0.60314547,0.59104653,0.725010626,0.803409958,0.957906596,1.047972007,1.141954474,1.113517639,0.963850356,0.829358605,0.679629141,0.598556638,0.581621795,0.540643668,0.698409119,0.796986858,0.981063213,1.052171935,1.138836895,1.141184393,0.963272106,0.826833127,0.69124752,0.603980215,0.590236281,0.589973641,0.723704795,0.820722703,0.958000624,1.032269503,1.119665131,1.115092471,0.985094146,0.86668921,0.694775273,0.616651414,0.609198104,0.551193188,0.704839671,0.836009824,0.979902067,1.072220379,1.158946248,1.122005633,1.008963756,0.8806646,0.700132279,0.606155968,0.601525331,0.563526229,0.711453524,0.835381723,0.983786791,1.072622233,1.187400275,1.135738197,0.998536369,0.903194418,0.720202985,0.646044956,0.645573503,0.604631958,0.762386889,0.843043291,1.020093268,1.079566424,1.150776176,1.150872442,0.995142566,0.88387016,0.692114728,0.638213928,0.630033485,0.617057891,0.767975401,0.857708668,1.021286503,1.09087326,1.191014001,1.172287721,1.010457252,0.908877291,0.726568907,0.651397337,0.624267719,0.619933474,0.762621662,0.875220311,1.035869657,1.102178273,1.190587688,1.182263196,1.044883539,0.907210594,0.749077558,0.652328274,0.631453999,0.606178081,0.776037282,0.878495605,1.03822434,1.13184315,1.24905427,1.213625639,1.04577473,0.910127211,0.758205058,0.644818176,0.617720097,0.608555135,0.749910944,0.888466593,1.030986236,1.109574542,1.195928086,1.184122675,1.040337517,0.910175335,0.742236395,0.671101622,0.644545833,0.610602119,0.795895807,0.88347513,1.058440941,1.110029679,1.210371039,1.193484106,1.032463077,0.918145666,0.742428479,0.666819939,0.656906594,0.615333582,0.755324341,0.867994429,1.051031937,1.125182661,1.231378459,1.212580541,1.050193948,0.939515772,0.753663999,0.674579417,0.668123973,0.626676318,0.796721384,0.900027668,1.051682768,1.118594391,1.21575563,1.185117533,1.055749704,0.954122892,0.754501402,0.686612621,0.670010623,0.621236882,0.797925462,0.892682471,1.060226161,1.131304133,1.229314948,1.219232079,1.06726917,0.939467958,0.790146878,0.733813478,0.67701491,0.691059646,0.824201678,0.926955463,1.072609274,1.154694602,1.25318164,1.239358079,1.102430976,0.947167262,0.766179798,0.702943119,0.681559712,0.672145847,0.832115516,0.918277187,1.096650251,1.168185569,1.264655251,1.242668903,1.090251278,0.969629818,0.776589329,0.70806461,0.692851413,0.645231056,0.818128706,0.942471057,1.13484477,1.180481151,1.288443659,1.261821866,1.106672628,0.968815516,0.77881842,0.721040843,0.689202607,0.668655314,0.832168766,0.933275009,1.088595449,1.201128666,1.27358603,1.261207245,1.117586265,0.988490544,0.791694185,0.736102427,0.715712217,0.716462919,0.853715196,0.921689918,1.095807406,1.184914676,1.267709752,1.272831963,1.114128608,0.977609256,0.814307089,0.715532784,0.718610752,0.694497968,0.85721435,0.925352327,1.100094982,1.189518121,1.272648935,1.277679063,1.11844525,0.981473335,0.817608747,0.71841912,0.72153667,0.697264767,0.860747553,0.929050811,1.10442524,1.19416867,1.277638764,1.28257596,1.122805505,0.98537572,0.820942473,0.721332823,0.724490237,0.700057926,0.864315131,0.93278571,1.108798582,1.198866765,1.282679715,1.28752312,1.127209781,0.989316773,0.824308577,0.724274154,0.727471715,0.727980486,0.867917414,0.936557369,1.113215422,1.203612864,1.287772281,1.292521022,1.1316585,0.993296863,0.827707372,0.727243371
Agriculture_soils,0.670347842,1.358062621,2.712768513,4.052167611,4.34608627,3.409092298,2.548751615,1.842138429,1.822736577,2.270355441,1.750294195,0.910233205,0.679759713,1.33567016,2.742293567,4.086996691,4.401235236,3.456282568,2.577276594,1.854418162,1.847658399,2.286692122,1.759854867,0.921887686,0.702729782,1.362332775,2.822583035,4.206866754,4.52491202,3.555976232,2.660188671,1.917808616,1.906049551,2.371385144,1.81836872,0.957734324,0.715285052,1.396709515,2.850234892,4.221804286,4.552711822,3.589239398,2.676834935,1.929369538,1.933424489,2.452501697,1.874415868,0.969343018,0.741492833,1.501665784,2.932395736,4.328770949,4.69063314,3.713377063,2.767929827,1.981398712,1.980350572,2.521456482,1.928172027,1.001770441,0.725516222,1.444794754,2.887472382,4.245916506,4.6016424,3.656214208,2.720237661,1.926233304,1.937159644,2.479620186,1.912747316,0.985459849,0.746356442,1.486874805,2.979271627,4.404819621,4.779332895,3.789050923,2.810910345,1.984115104,1.996704794,2.551432301,1.958397542,1.012734926,0.756683056,1.52562635,3.019030071,4.43336265,4.825151476,3.834263317,2.844471429,1.994627956,2.017125589,2.608926286,2.012041061,1.032660258,0.74349299,1.571787072,2.981428659,4.38654043,4.806865044,3.81009872,2.80949912,1.959164986,1.982045145,2.571611109,1.990645335,1.01331147,0.774346143,1.58576671,3.103577287,4.569052642,5.010584191,3.990325518,2.943787863,2.049751192,2.052563354,2.638451486,2.056406724,1.056368331,0.775515592,1.592617604,3.117225256,4.580604777,5.00376507,3.949068472,2.919871731,2.045865279,2.067477298,2.664315048,2.07987706,1.058902259,0.802697094,1.638898147,3.179845896,4.693623932,5.143214887,4.070306305,2.998267579,2.10560849,2.130491952,2.771801967,2.162163178,1.089735807,0.806647585,1.692804331,3.211063023,4.763528042,5.204183229,4.092188133,3.019735279,2.136111912,2.16295781,2.790162969,2.179421453,1.101679799,0.825801733,1.664214775,3.247120428,4.825828176,5.319454688,4.16119007,3.07459269,2.175379701,2.192855178,2.837478196,2.218384141,1.116488363,0.819674251,1.6591778,3.217598994,4.756442216,5.196677506,4.074156849,3.011297722,2.131307778,2.178027783,2.836361392,2.217225034,1.115210267,0.822181059,1.664932919,3.268601519,4.844949043,5.299162005,4.138529848,3.064172614,2.187844898,2.207038824,2.846156005,2.222623842,1.129556706,0.832752032,1.746123833,3.26821235,4.82994693,5.253479942,4.095787597,3.021114284,2.153317639,2.202197614,2.905402385,2.26633377,1.122995704,0.831569024,1.685771692,3.266969171,4.820742107,5.240498426,4.056867528,2.993874377,2.146443878,2.20161312,2.891672373,2.260531888,1.128691743,0.822873056,1.683282393,3.214807932,4.738770436,5.177736092,4.0225027,2.96057159,2.106954449,2.169089043,2.873055839,2.256406968,1.12256897,0.827162813,1.692652625,3.231904024,4.761135894,5.203778788,4.04247413,2.973924405,2.116387456,2.179430487,2.884142932,2.26653835,1.128000156,0.831491998,1.762892013,3.249165977,4.783710196,5.230063841,4.062624098,2.987391289,2.125905365,2.189872245,2.895329782,2.276763473,1.133478892,0.835861033,1.711633012,3.266595693,4.806495684,5.25659395,4.08295438,3.000973339,2.135509139,2.200415549,2.906617626,2.287083481,1.139005707,0.840270348,1.721244789,3.284195156,4.82949478,5.283371911,4.103467025,3.014671814,2.145199707,2.211061525,2.918007569,2.297499439,1.144581081,0.844720359,1.73093868,3.301966288,4.852709872,5.310400513,4.124163947,3.02848786,2.154978024,2.221811397,2.929500704,2.308012409,1.15020553,0.849211487,1.802883951,3.319911035,4.876143337,5.337682547,4.145047044,3.042422667,2.164845035,2.232666323,2.941098147,2.318623445,1.155879542
Agricultural_waste_burning,0.079726772,0.056630274,0.074546873,0.07856904,0.097082059,0.122380036,0.121799873,0.093125472,0.060952792,0.074395966,0.088621301,0.090136675,0.082203537,0.055993356,0.076542777,0.080915534,0.099824576,0.125991535,0.12559523,0.095104653,0.062084837,0.077855137,0.092786305,0.093527668,0.081284887,0.05509856,0.074857842,0.079834313,0.097193636,0.122389655,0.122234097,0.092193819,0.06219578,0.078398631,0.093308212,0.093942024,0.084756511,0.058085936,0.079166853,0.084066447,0.102743712,0.126367909,0.121814075,0.094901355,0.064437857,0.078449454,0.093177774,0.09533619,0.087830184,0.061396818,0.079790049,0.084950846,0.103412279,0.13005367,0.13027704,0.098753946,0.066697674,0.084261741,0.100438046,0.101158845,0.089948874,0.061148441,0.083148931,0.088740058,0.107805677,0.133874477,0.131882549,0.100724251,0.068106196,0.085186048,0.10132785,0.102552325,0.090096483,0.061486706,0.083985529,0.090127535,0.109833771,0.136010174,0.134530348,0.102347845,0.068281683,0.083816484,0.099605281,0.101639287,0.093709992,0.064351737,0.087680277,0.093746454,0.113961849,0.138654654,0.134078039,0.104498008,0.070612086,0.08594461,0.103018872,0.105599555,0.100054391,0.070088834,0.091718757,0.097691533,0.118379898,0.145539032,0.142777441,0.110707242,0.074538952,0.094475224,0.113685276,0.115151068,0.099502371,0.066878589,0.090313374,0.096644919,0.117229997,0.144565303,0.142868725,0.110165488,0.075208293,0.094089848,0.113150021,0.114924073,0.102367974,0.069965065,0.094902711,0.101193468,0.121509482,0.148607606,0.144320864,0.111439066,0.077196309,0.09534467,0.114315648,0.116843627,0.106888093,0.07239023,0.098423497,0.104670448,0.125272008,0.154467536,0.152421157,0.117119242,0.079267857,0.099703256,0.119921701,0.122375471,0.106420422,0.075739329,0.099765567,0.105932177,0.126600928,0.155560959,0.152858982,0.11762811,0.080223203,0.098559359,0.118181766,0.121050283,0.11315507,0.076464608,0.102670272,0.108481873,0.129687704,0.159342996,0.156991045,0.122592191,0.084440433,0.105941062,0.127009243,0.129612117,0.113607334,0.077003276,0.103079095,0.108705284,0.130144054,0.160474542,0.159277707,0.123622894,0.084968291,0.107189718,0.128567522,0.130614788,0.115238437,0.07716215,0.10204095,0.107209929,0.127903118,0.15824151,0.157274666,0.12283357,0.085584552,0.108185122,0.130637934,0.133236957,0.11690071,0.081105284,0.102638403,0.107204474,0.127933729,0.158525376,0.15872011,0.125072813,0.086767296,0.110327791,0.132896201,0.135104887,0.123428974,0.082571273,0.108827143,0.113211424,0.134151288,0.167167506,0.169523035,0.132226833,0.091207533,0.116763304,0.141204636,0.143973426,0.121764666,0.08190927,0.108010259,0.112420407,0.13390701,0.165400626,0.16417971,0.129688013,0.0899492,0.114942494,0.138609923,0.141050404,0.122394598,0.082400958,0.108690993,0.113043703,0.134672457,0.166213356,0.1646639,0.130266715,0.090370463,0.115569537,0.139349278,0.141765559,0.123042892,0.085865937,0.109387335,0.11368275,0.135456415,0.167053036,0.165180332,0.130865268,0.090808116,0.116222252,0.140118661,0.142508108,0.123709634,0.083421616,0.110099432,0.114337675,0.136259004,0.167919652,0.165728655,0.131483608,0.091262046,0.116900773,0.140918167,0.143277953,0.124394923,0.08395079,0.11082743,0.115008605,0.137080352,0.168813212,0.166308558,0.132121692,0.091732166,0.117605263,0.141747927,0.144075033,0.125098884,0.084492684,0.111571491,0.115695683,0.137920599,0.169733742,0.166919755,0.132779488,0.09221841,0.118335931,0.142608123,0.144899346,0.125821653,0.088084834,0.112331784,0.11639906,0.138779901,0.170681293,0.167562002,0.133456985,0.092720734,0.11909301,0.143498968,0.145750916
